"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @erikaedw: Calling all #evol2017 and #botany2017 .... looking for great people to join us in our new digs at Yale https://t.co/xSFfxMVMgT",FALSE,0,NA,2017-06-28 00:25:39,FALSE,NA,"879858297372901377",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JChrisPires",44,TRUE,FALSE,NA,NA
"RT @Lagomarsino_L: Hey #botany2017 and #evol2017: I'm looking for grad students for Fall 2018 for lab @LSU_BioSci! #botany #phylogeny #Neot…",FALSE,0,NA,2017-06-28 00:23:56,FALSE,NA,"879857862406582272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oscarmvargash",48,TRUE,FALSE,NA,NA
"RT @theBlueBeehive: One pair of PCA graph earrings left! #Botany2017 https://t.co/oeNhgdPTjr",FALSE,0,NA,2017-06-28 00:17:54,FALSE,NA,"879856348032372736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BiswapriyaMisra",2,TRUE,FALSE,NA,NA
"RT @charoles: The projector is reducing brightness automatically in slides with dark backgrounds, making it impossible to see #Botany2017",FALSE,0,NA,2017-06-28 00:17:45,FALSE,NA,"879856306374537216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BiswapriyaMisra",1,TRUE,FALSE,NA,NA
"RT @MartineBotany: .@KrissaSkogen Linalool produced by Oenothera attracts both herbivores and pollinators. #Botany2017",FALSE,0,NA,2017-06-28 00:17:39,FALSE,NA,"879856281066057728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BiswapriyaMisra",5,TRUE,FALSE,NA,NA
"RT @KyraKrakos: Fascinating work on the role of scent in Oenothera! But does linalool attract Botanists? <ed><U+00A0><U+00BE><ed><U+00B4><U+0093>@KrissaSkogen #Botany2017 https:/…",FALSE,0,NA,2017-06-28 00:17:30,FALSE,NA,"879856243992657920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BiswapriyaMisra",4,TRUE,FALSE,NA,NA
"RT @UofM_Herbarium: LGBT happy hour at #Botany2017  and we're all crowded together around the pop up bar. https://t.co/gwiiKXKDN8",FALSE,0,NA,2017-06-28 00:17:28,FALSE,NA,"879856237617205248",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","mwilsonsayres",6,TRUE,FALSE,NA,NA
"RT @UofM_Herbarium: LGBT happy hour at #Botany2017  and we're all crowded together around the pop up bar. https://t.co/gwiiKXKDN8",FALSE,0,NA,2017-06-28 00:17:01,FALSE,NA,"879856121720320001",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BiswapriyaMisra",6,TRUE,FALSE,NA,NA
"RT @gypsumbotany: Coolest piece of swag I've ever gotten at a conference #Botany2017 #gypsumendemic https://t.co/Oz4rEjmNVV",FALSE,0,NA,2017-06-28 00:16:54,FALSE,NA,"879856095296192513",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BiswapriyaMisra",9,TRUE,FALSE,NA,NA
"RT @BiswapriyaMisra: Hello  #metsoc2017 #plantbio17 and #Botany2017 Tweeps please #Tweet more than what I can #process and #assimilate ! Ge…",FALSE,0,NA,2017-06-28 00:14:34,FALSE,NA,"879855507648860160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OshnGirl",2,TRUE,FALSE,NA,NA
"Hello  #metsoc2017 #plantbio17 and #Botany2017 Tweeps please #Tweet more than what I can #process and #assimilate !… https://t.co/xTFLDrrQ8n",FALSE,9,NA,2017-06-28 00:11:36,TRUE,NA,"879854759171280897",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BiswapriyaMisra",2,FALSE,FALSE,NA,NA
